Year, Month,  Highest, meanHighHighWater, meanHighWater, meanSeaLevel, MTL, meanLowWater, meanLowLowWater, DTL, GT, MN, DHQ, DLQ, HWI, LWI, Lowest, Inferred 
2009,5,0.491,0.277,0.203,0.055,0.052,-0.098,-0.146,0.065,0.423,0.301,0.074,0.048,,,-0.456,0
2009,6,0.733,0.448,0.374,0.232,0.226,0.078,0.018,0.233,0.430,0.296,0.074,0.060,9.900,3.870,-0.240,0
2009,7,0.525,0.411,0.330,0.182,0.176,0.023,-0.040,0.185,0.451,0.307,0.081,0.063,,,-0.252,0
2009,8,0.474,0.330,0.257,0.116,0.108,-0.041,-0.096,0.117,0.426,0.298,0.073,0.055,,,-0.227,0
2009,9,0.700,0.389,0.324,0.190,0.184,0.044,-0.021,0.184,0.410,0.280,0.065,0.065,9.910,3.910,-0.222,0
2009,10,0.698,0.398,0.316,0.174,0.172,0.029,-0.057,0.170,0.455,0.287,0.082,0.086,,,-0.388,0
2009,11,0.703,0.373,0.290,0.157,0.153,0.016,-0.049,0.162,0.422,0.274,0.083,0.065,9.940,3.920,-0.413,0
2009,12,0.816,0.196,0.103,-0.034,-0.045,-0.192,-0.263,-0.034,0.459,0.295,0.093,0.071,,,-0.723,0
2010,1,0.877,0.097,0.025,-0.120,-0.125,-0.275,-0.344,-0.123,0.441,0.300,0.072,0.069,,,-0.784,0
2010,2,0.396,0.104,0.028,-0.137,-0.131,-0.290,-0.350,-0.123,0.454,0.318,0.076,0.060,,,-0.995,0
2010,3,0.817,0.345,0.279,0.129,0.128,-0.023,-0.088,0.128,0.433,0.302,0.066,0.065,,,-0.351,0
2010,4,0.648,0.293,0.227,0.076,0.075,-0.077,-0.143,0.075,0.436,0.304,0.066,0.066,,,-0.439,0
2010,5,0.591,0.339,0.245,0.092,0.089,-0.067,-0.130,0.104,0.469,0.312,0.094,0.063,,,-0.616,0
2010,6,0.547,0.371,0.293,0.148,0.141,-0.011,-0.068,0.151,0.439,0.304,0.078,0.057,9.970,3.980,-0.258,0
2010,7,0.590,0.325,0.260,0.113,0.108,-0.043,-0.119,0.103,0.444,0.303,0.065,0.076,9.960,4.000,-0.336,0
2010,8,0.657,0.419,0.359,0.214,0.209,0.060,-0.012,0.204,0.431,0.299,0.060,0.072,9.970,3.970,-0.270,0
2010,9,0.707,0.418,0.327,0.198,0.183,0.040,-0.043,0.187,0.461,0.287,0.091,0.083,,,-0.342,0
2010,10,1.059,0.359,0.268,0.114,0.112,-0.044,-0.124,0.117,0.483,0.312,0.091,0.080,,,-0.540,0
2010,11,0.634,0.319,0.236,0.101,0.097,-0.041,-0.113,0.103,0.432,0.277,0.083,0.072,9.970,3.880,-0.522,0
2010,12,0.773,0.128,0.051,-0.092,-0.094,-0.238,-0.319,-0.096,0.447,0.289,0.077,0.081,,,-0.621,0
2011,1,0.425,0.114,0.067,-0.082,-0.083,-0.232,-0.299,-0.093,0.413,0.299,0.047,0.067,,,-0.717,0
2011,2,0.486,0.135,0.078,-0.083,-0.081,-0.239,-0.316,-0.091,0.451,0.317,0.057,0.077,,,-0.754,0
2011,3,0.932,0.276,0.203,0.070,0.067,-0.068,-0.145,0.065,0.421,0.271,0.073,0.077,9.980,3.940,-0.402,0
2011,4,0.996,0.327,0.263,0.122,0.121,-0.021,-0.096,0.115,0.423,0.284,0.064,0.075,,,-0.523,0
2011,5,0.782,0.470,0.392,0.250,0.242,0.093,0.042,0.256,0.428,0.299,0.078,0.051,10.010,3.980,-0.338,0
2011,6,0.801,0.423,0.343,0.194,0.186,0.029,-0.029,0.197,0.452,0.314,0.080,0.058,9.980,3.870,-0.358,0
2011,7,0.680,0.411,0.338,0.184,0.176,0.014,-0.051,0.180,0.462,0.324,0.073,0.065,,,-0.239,0
2011,8,0.642,0.396,0.346,0.193,0.189,0.032,-0.029,0.183,0.425,0.314,0.050,0.061,,,-0.329,0
2011,9,0.691,0.495,0.451,0.294,0.298,0.146,0.081,0.288,0.414,0.305,0.044,0.065,,,-0.373,0
2011,10,0.838,0.427,0.333,0.187,0.182,0.032,-0.050,0.188,0.477,0.301,0.094,0.082,9.920,3.930,-0.395,0
2011,11,0.647,0.307,0.232,0.080,0.081,-0.070,-0.148,0.079,0.455,0.302,0.075,0.078,,,-0.544,0
2011,12,0.726,0.252,0.161,0.018,0.007,-0.147,-0.216,0.018,0.468,0.308,0.091,0.069,,,-0.476,0
2012,1,0.498,0.166,0.069,-0.076,-0.079,-0.227,-0.313,-0.074,0.479,0.296,0.097,0.086,,,-0.759,0
2012,2,0.388,0.143,0.081,-0.075,-0.067,-0.215,-0.295,-0.076,0.438,0.296,0.062,0.080,,,-0.853,0
2012,3,0.585,0.266,0.192,0.048,0.039,-0.113,-0.180,0.043,0.446,0.305,0.074,0.067,,,-0.519,0
2012,4,0.653,0.288,0.206,0.059,0.055,-0.096,-0.153,0.067,0.441,0.302,0.082,0.057,,,-0.504,0
2012,5,0.577,0.366,0.302,0.155,0.150,-0.001,-0.049,0.158,0.415,0.303,0.064,0.048,9.910,3.860,-0.203,0
2012,6,0.829,0.472,0.390,0.239,0.234,0.079,0.006,0.239,0.466,0.311,0.082,0.073,,,-0.312,0
2012,7,0.561,0.391,0.321,0.170,0.163,0.006,-0.067,0.162,0.458,0.315,0.070,0.073,9.860,3.840,-0.235,0
2012,8,0.580,0.409,0.351,0.203,0.199,0.047,-0.008,0.200,0.417,0.304,0.058,0.055,9.950,3.820,-0.210,0
2012,9,0.832,0.357,0.294,0.139,0.138,-0.018,-0.084,0.136,0.441,0.312,0.063,0.066,,,-0.341,0
2012,10,0.933,0.381,0.306,0.170,0.161,0.016,-0.045,0.168,0.426,0.290,0.075,0.061,,,-0.365,0
2012,11,0.586,0.306,0.242,0.110,0.104,-0.033,-0.099,0.103,0.405,0.275,0.064,0.066,9.860,3.860,-0.353,0
2012,12,0.981,0.328,0.226,0.091,0.077,-0.072,-0.135,0.096,0.463,0.298,0.102,0.063,,,-0.386,0
2013,1,0.586,0.165,0.118,-0.032,-0.032,-0.182,-0.255,-0.045,0.420,0.300,0.047,0.073,,,-0.582,0
2013,2,0.634,0.142,0.093,-0.061,-0.050,-0.193,-0.257,-0.058,0.399,0.286,0.049,0.064,,,-0.691,0
2013,3,0.699,0.291,0.214,0.066,0.067,-0.080,-0.150,0.071,0.441,0.294,0.077,0.070,,,-0.459,0
2013,4,0.671,0.295,0.232,0.084,0.081,-0.069,-0.116,0.089,0.411,0.301,0.063,0.047,,,-0.472,0
2013,5,0.527,0.276,0.208,0.062,0.056,-0.096,-0.145,0.065,0.421,0.304,0.068,0.049,9.910,3.790,-0.661,0
2013,6,0.545,0.348,0.274,0.125,0.116,-0.041,-0.098,0.125,0.446,0.315,0.074,0.057,,,-0.337,0
2013,7,0.582,0.369,0.305,0.156,0.151,-0.004,-0.064,0.153,0.433,0.309,0.064,0.060,9.990,3.870,-0.272,0
2013,8,0.615,0.393,0.343,0.192,0.189,0.036,-0.027,0.183,0.420,0.307,0.050,0.063,,,-0.292,0
2013,9,0.557,0.381,0.321,0.180,0.176,0.031,-0.036,0.173,0.416,0.290,0.059,0.067,9.870,3.820,-0.276,0
2013,10,0.711,0.431,0.369,0.214,0.218,0.067,0.020,0.225,0.411,0.302,0.061,0.047,,,-0.354,0
2013,11,0.507,0.193,0.115,-0.040,-0.032,-0.178,-0.259,-0.033,0.452,0.293,0.078,0.081,,,-0.734,0
2013,12,0.464,0.196,0.121,-0.017,-0.022,-0.165,-0.225,-0.014,0.421,0.286,0.075,0.060,9.960,3.870,-0.473,0
2014,1,0.537,0.151,0.072,-0.087,-0.078,-0.227,-0.323,-0.086,0.474,0.299,0.079,0.096,,,-0.770,0
2014,2,0.367,0.126,0.056,-0.080,-0.085,-0.226,-0.305,-0.090,0.431,0.282,0.070,0.079,10.020,3.890,-0.601,0
2014,3,0.468,0.186,0.122,-0.020,-0.024,-0.169,-0.236,-0.025,0.422,0.291,0.064,0.067,9.960,3.900,-0.659,0
2014,4,0.865,0.353,0.258,0.113,0.110,-0.038,-0.098,0.128,0.451,0.296,0.095,0.060,9.950,3.850,-0.753,0
2014,5,0.848,0.379,0.301,0.157,0.147,-0.007,-0.058,0.160,0.437,0.308,0.078,0.051,,,-0.233,0
2014,6,0.625,0.421,0.351,0.206,0.198,0.044,-0.002,0.210,0.423,0.307,0.070,0.046,9.940,3.830,-0.233,0
2014,7,0.495,0.365,0.300,0.151,0.146,-0.007,-0.065,0.150,0.430,0.307,0.065,0.058,,,-0.418,0
2014,8,0.707,0.425,0.374,0.228,0.223,0.072,0.010,0.218,0.416,0.303,0.051,0.062,9.880,3.810,-0.145,0
2014,9,0.660,0.414,0.361,0.217,0.211,0.062,-0.007,0.203,0.421,0.299,0.053,0.069,9.830,3.830,-0.204,0
2014,10,1.012,0.409,0.350,0.213,0.209,0.067,-0.003,0.203,0.412,0.283,0.058,0.071,9.870,3.770,-0.374,0
2014,11,0.423,0.217,0.136,0.000,-0.004,-0.144,-0.223,-0.003,0.439,0.280,0.080,0.079,9.970,3.890,-0.605,0
2014,12,0.620,0.241,0.186,0.037,0.037,-0.112,-0.177,0.032,0.418,0.298,0.055,0.065,,,-0.618,0
2015,1,0.438,0.114,0.040,-0.124,-0.109,-0.258,-0.338,-0.112,0.452,0.298,0.074,0.080,,,-0.847,0
2015,2,0.660,0.114,0.026,-0.124,-0.133,-0.292,-0.379,-0.133,0.493,0.318,0.088,0.087,,,-1.021,0
2015,3,0.404,0.098,0.030,-0.109,-0.115,-0.259,-0.318,-0.110,0.416,0.289,0.068,0.059,10.110,3.960,-0.563,0
2015,4,0.639,0.238,0.166,0.029,0.024,-0.118,-0.181,0.028,0.419,0.284,0.072,0.063,9.990,3.850,-0.553,0
2015,5,0.499,0.257,0.186,0.042,0.037,-0.113,-0.152,0.053,0.408,0.299,0.070,0.039,10.030,3.890,-0.508,0
2015,6,0.676,0.389,0.312,0.163,0.160,0.008,-0.059,0.165,0.448,0.304,0.077,0.067,9.950,3.860,-0.247,0
2015,7,0.643,0.422,0.357,0.212,0.206,0.055,0.003,0.213,0.420,0.302,0.065,0.052,9.930,3.810,-0.159,0
2015,8,0.736,0.399,0.342,0.189,0.183,0.024,-0.026,0.187,0.425,0.318,0.057,0.050,,,-0.217,0
2015,9,0.693,0.434,0.384,0.239,0.234,0.084,0.032,0.233,0.402,0.300,0.050,0.052,9.820,3.760,-0.184,0
2015,10,0.807,0.412,0.339,0.199,0.195,0.050,-0.014,0.199,0.427,0.289,0.073,0.065,9.860,3.860,-0.393,0
2015,11,0.731,0.278,0.218,0.070,0.070,-0.078,-0.142,0.068,0.420,0.296,0.060,0.064,,,-0.466,0
2015,12,0.596,0.297,0.222,0.080,0.077,-0.067,-0.124,0.087,0.421,0.289,0.075,0.057,,,-0.406,0
2016,1,0.826,0.208,0.148,-0.022,-0.005,-0.158,-0.244,-0.018,0.452,0.306,0.060,0.086,,,-0.840,0
2016,2,0.859,0.218,0.138,0.002,-0.008,-0.154,-0.236,-0.009,0.454,0.292,0.080,0.082,,,-0.675,0
2016,3,0.521,0.262,0.193,0.054,0.050,-0.092,-0.154,0.054,0.416,0.285,0.069,0.062,9.960,3.830,-0.445,0
2016,4,0.637,0.321,0.254,0.104,0.108,-0.038,-0.118,0.101,0.439,0.292,0.067,0.080,,,-0.821,0
2016,5,0.743,0.337,0.273,0.126,0.119,-0.035,-0.078,0.129,0.415,0.308,0.064,0.043,9.970,3.890,-0.433,0
2016,6,0.550,0.361,0.286,0.139,0.133,-0.019,-0.082,0.139,0.443,0.305,0.075,0.063,9.960,3.910,-0.281,0
2016,7,0.548,0.363,0.301,0.151,0.144,-0.012,-0.070,0.147,0.433,0.313,0.062,0.058,10.030,3.990,-0.257,0
2016,8,0.606,0.367,0.310,0.161,0.155,0.001,-0.058,0.155,0.425,0.309,0.057,0.059,9.990,3.950,-0.255,0
2016,9,0.698,0.495,0.437,0.292,0.290,0.144,0.081,0.288,0.414,0.293,0.058,0.063,,,-0.152,0
2016,10,0.769,0.414,0.338,0.182,0.190,0.042,-0.041,0.186,0.455,0.296,0.076,0.083,,,-0.527,0
2016,11,0.517,0.258,0.176,0.039,0.036,-0.104,-0.170,0.044,0.428,0.280,0.082,0.066,9.920,3.890,-0.645,0
2016,12,0.477,0.163,0.100,-0.039,-0.040,-0.180,-0.254,-0.046,0.417,0.280,0.063,0.074,,,-0.560,0
2017,1,0.551,0.191,0.118,-0.015,-0.025,-0.167,-0.223,-0.016,0.414,0.285,0.073,0.056,,,-0.604,0
2017,2,0.422,0.179,0.121,-0.015,-0.021,-0.162,-0.218,-0.020,0.397,0.283,0.058,0.056,10.010,3.930,-0.620,0
2017,3,0.470,0.066,0.008,-0.125,-0.129,-0.266,-0.317,-0.126,0.383,0.274,0.058,0.051,10.080,3.860,-0.717,0
2017,4,0.686,0.371,0.310,0.163,0.159,0.008,-0.045,0.163,0.416,0.302,0.061,0.053,9.910,3.780,-0.252,0
2017,5,0.715,0.446,0.369,0.227,0.221,0.073,0.013,0.229,0.433,0.296,0.077,0.060,9.920,3.800,-0.210,0
2017,6,0.673,0.391,0.336,0.188,0.182,0.028,-0.016,0.188,0.407,0.308,0.055,0.044,9.980,3.900,-0.242,0
2017,7,0.664,0.412,0.345,0.197,0.191,0.038,-0.028,0.192,0.440,0.307,0.067,0.066,10.090,3.950,-0.174,0
2017,8,0.726,0.441,0.382,0.242,0.231,0.081,0.022,0.231,0.419,0.301,0.059,0.059,,,-0.149,0
2017,9,0.725,0.445,0.393,0.249,0.246,0.099,0.043,0.244,0.402,0.294,0.052,0.056,,,-0.205,0
2017,10,0.860,0.424,0.355,0.206,0.205,0.055,-0.024,0.200,0.448,0.300,0.069,0.079,,,-0.350,0
2017,11,0.747,0.337,0.255,0.121,0.109,-0.037,-0.093,0.122,0.430,0.292,0.082,0.056,,,-0.454,0
2017,12,0.523,0.171,0.106,-0.047,-0.046,-0.198,-0.286,-0.058,0.457,0.304,0.065,0.088,,,-0.674,0
2018,1,0.413,0.044,-0.040,-0.195,-0.192,-0.343,-0.437,-0.197,0.481,0.303,0.084,0.094,,,-1.105,0
